num_dashers,num_tasks,ratio_dashers_tasks,num_events,total_reward,pct_total_possible_reward,iter
400,1500,0.26666666666666666,53488,3667,99.59261271048344,2
500,1500,0.3333333333333333,68041,3712,99.81177735950524,2
750,1500,0.5,103294,3776,100.0,2
10,2250,0.0044444444444444444,3867,1361,24.39505287685965,2
50,2250,0.022222222222222223,7356,4467,80.19748653500898,2
100,2250,0.044444444444444446,10803,5164,92.97803384947785,2
200,2250,0.08888888888888889,23987,5494,98.3002325997495,2
300,2250,0.13333333333333333,37494,5582,99.30617327877601,2
400,2250,0.17777777777777778,51473,5613,99.36271906532129,2
500,2250,0.2222222222222222,65999,5589,99.53695458593054,2
750,2250,0.3333333333333333,101786,5544,99.8019801980198,2
10,3000,0.0033333333333333335,6234,2407,32.37826203927899,2
50,3000,0.016666666666666666,12581,5363,72.01557674231233,2
100,3000,0.03333333333333333,10419,6961,93.94062078272604,2
200,3000,0.06666666666666667,23740,7251,97.43348562214459,2
300,3000,0.1,36529,7322,98.63936413848849,2
400,3000,0.13333333333333333,50633,7328,98.82670262980446,2
500,3000,0.16666666666666666,65432,7402,99.56954533225719,2
750,3000,0.25,100416,7463,99.69275981832754,2
10,400,0.025,1372,748,72.90448343079922,3
50,400,0.125,6378,918,96.52996845425868,3
100,400,0.25,13530,964,97.66970618034448,3
200,400,0.5,27249,971,99.18283963227783,3
300,400,0.75,42326,970,99.89701338825952,3
400,400,1.0,55255,1014,100.0,3
500,400,1.25,69594,1045,100.0,3
750,400,1.875,105525,1027,100.0,3
10,500,0.02,1384,715,58.46279640228945,3
50,500,0.1,5891,1205,98.93267651888341,3
100,500,0.2,13411,1177,97.92013311148087,3
200,500,0.4,28193,1240,99.91941982272361,3
300,500,0.6,41643,1291,100.0,3
400,500,0.8,56358,1245,99.91974317817014,3
500,500,1.0,69372,1258,100.0,3
750,500,1.5,105272,1212,99.75308641975309,3
10,750,0.013333333333333334,1855,1033,55.47798066595059,3
50,750,0.06666666666666667,5381,1844,96.44351464435147,3
100,750,0.13333333333333333,12515,1817,99.50711938663746,3
200,750,0.26666666666666666,26745,1798,99.28216454997239,3
300,750,0.4,40970,1869,99.25650557620817,3
400,750,0.5333333333333333,55504,1859,99.83888292158969,3
500,750,0.6666666666666666,69063,1819,99.83534577387486,3
750,750,1.0,104862,1877,100.0,3
10,1500,0.006666666666666667,3792,1450,38.584353379457156,3
50,1500,0.03333333333333333,5665,3335,89.84375,3
100,1500,0.06666666666666667,10844,3635,98.72351982618143,3
200,1500,0.13333333333333333,25332,3683,99.13862718707941,3
300,1500,0.2,40123,3686,99.2728252087261,3
400,1500,0.26666666666666666,53267,3724,99.86591579511934,3
500,1500,0.3333333333333333,68476,3709,99.89227040129276,3
750,1500,0.5,103254,3727,100.0,3
10,2250,0.0044444444444444444,4897,1874,33.790119004688066,3
50,2250,0.022222222222222223,7030,4358,78.49423631123919,3
100,2250,0.044444444444444446,10737,5257,94.46540880503144,3
200,2250,0.08888888888888889,24981,5523,98.57219346778511,3
300,2250,0.13333333333333333,37397,5505,98.92183288409704,3
400,2250,0.17777777777777778,52740,5494,99.27719551861222,3
500,2250,0.2222222222222222,66596,5495,99.43901556279407,3
750,2250,0.3333333333333333,101970,5602,99.76847729296527,3
10,3000,0.0033333333333333335,6379,2306,30.957175459793262,3
50,3000,0.016666666666666666,12518,5425,73.03446418955303,3
100,3000,0.03333333333333333,11190,6688,89.62744572500671,3
200,3000,0.06666666666666667,22923,7316,98.4126984126984,3
300,3000,0.1,36480,7314,98.67781975175392,3
400,3000,0.13333333333333333,51760,7447,99.61209202782236,3
500,3000,0.16666666666666666,65782,7372,99.37988676193044,3
750,3000,0.25,100503,7430,99.67802522135766,3
10,400,0.025,1363,665,65.38839724680433,4
50,400,0.125,6255,971,96.71314741035857,4
100,400,0.25,13320,988,97.62845849802372,4
200,400,0.5,28543,1014,99.60707269155206,4
300,400,0.75,40820,970,100.0,4
400,400,1.0,56416,969,100.0,4
500,400,1.25,69680,988,100.0,4
750,400,1.875,105601,967,100.0,4
10,500,0.02,1583,752,60.74313408723748,4
50,500,0.1,6509,1127,92.52873563218391,4
100,500,0.2,13524,1211,99.26229508196721,4
200,500,0.4,27122,1247,99.36254980079681,4
300,500,0.6,42322,1252,100.0,4
400,500,0.8,55284,1242,100.0,4
500,500,1.0,69803,1204,100.0,4
750,500,1.5,105304,1225,100.0,4
10,750,0.013333333333333334,1832,1057,55.8078141499472,4
50,750,0.06666666666666667,5683,1729,96.53824678950306,4
100,750,0.13333333333333333,12869,1808,99.23161361141602,4
200,750,0.26666666666666666,26721,1905,100.0,4
300,750,0.4,41744,1830,99.67320261437908,4
400,750,0.5333333333333333,55098,1873,100.0,4
500,750,0.6666666666666666,69866,1861,100.0,4
750,750,1.0,104952,1865,100.0,4
10,1500,0.006666666666666667,4663,1551,41.570624497453764,4
50,1500,0.03333333333333333,6002,3341,88.78554344937551,4
100,1500,0.06666666666666667,11656,3616,96.96969696969697,4
200,1500,0.13333333333333333,25779,3594,98.1698989347173,4
300,1500,0.2,39780,3713,99.09260741926875,4
400,1500,0.26666666666666666,52669,3721,99.89261744966443,4
500,1500,0.3333333333333333,68286,3757,99.23402007395669,4
750,1500,0.5,103248,3706,100.0,4
10,2250,0.0044444444444444444,4765,1621,29.191428056906176,4
50,2250,0.022222222222222223,8124,4514,81.1141060197664,4
100,2250,0.044444444444444446,10668,5314,95.31838565022422,4
200,2250,0.08888888888888889,23753,5519,97.83726289664953,4
300,2250,0.13333333333333333,38420,5525,99.24555415843362,4
400,2250,0.17777777777777778,52237,5528,99.03260480114653,4
500,2250,0.2222222222222222,66469,5496,99.40314704286489,4
750,2250,0.3333333333333333,101884,5540,99.64028776978418,4
10,3000,0.0033333333333333335,7025,1889,25.274284185175272,4
50,3000,0.016666666666666666,16890,5620,75.76166082502021,4
100,3000,0.03333333333333333,11038,6806,91.61394534930677,4
200,3000,0.06666666666666667,23390,7234,97.50640248011861,4
300,3000,0.1,36995,7357,99.0308251447032,4
400,3000,0.13333333333333333,51086,7422,98.94680709238767,4
500,3000,0.16666666666666666,65764,7375,99.04646790222938,4
750,3000,0.25,100457,7385,99.56855871646219,4
10,400,0.025,1276,481,48.003992015968066,5
50,400,0.125,6540,978,97.41035856573706,5
100,400,0.25,13583,999,98.91089108910892,5
200,400,0.5,28104,970,100.0,5
300,400,0.75,42111,950,99.58071278825996,5
400,400,1.0,56148,983,100.0,5
500,400,1.25,70329,979,100.0,5
750,400,1.875,105575,1003,100.0,5
10,500,0.02,1500,814,66.28664495114006,5
50,500,0.1,6218,1165,94.02744148506861,5
100,500,0.2,13206,1211,98.05668016194332,5
200,500,0.4,27991,1203,99.25742574257426,5
300,500,0.6,41564,1246,99.28286852589642,5
400,500,0.8,55337,1220,100.0,5
500,500,1.0,70137,1249,100.0,5
750,500,1.5,105317,1229,100.0,5
10,750,0.013333333333333334,1945,981,52.855603448275865,5
50,750,0.06666666666666667,5678,1615,89.52328159645234,5
100,750,0.13333333333333333,12097,1822,97.85177228786252,5
200,750,0.26666666666666666,27521,1838,99.29767693138844,5
300,750,0.4,40905,1839,100.0,5
400,750,0.5333333333333333,55060,1873,99.94663820704376,5
500,750,0.6666666666666666,69140,1892,99.52656496580747,5
750,750,1.0,104808,1860,100.0,5
10,1500,0.006666666666666667,4204,1572,42.4062584299973,5
50,1500,0.03333333333333333,6088,3355,89.63398343574673,5
100,1500,0.06666666666666667,11564,3603,96.13127001067235,5
200,1500,0.13333333333333333,25358,3645,98.56679286100595,5
300,1500,0.2,38775,3690,99.40732758620689,5
400,1500,0.26666666666666666,52866,3667,99.70092441544317,5
500,1500,0.3333333333333333,67778,3744,100.0,5
750,1500,0.5,103225,3712,100.0,5
10,2250,0.0044444444444444444,3972,1467,26.427670689965773,5
50,2250,0.022222222222222223,6911,4575,82.76049204052099,5
100,2250,0.044444444444444446,10829,5165,91.93663225347099,5
200,2250,0.08888888888888889,23815,5509,98.46291331546023,5
300,2250,0.13333333333333333,37878,5558,99.80247800323218,5
400,2250,0.17777777777777778,52091,5579,99.7853693435879,5
500,2250,0.2222222222222222,66492,5498,99.33152664859982,5
750,2250,0.3333333333333333,101888,5548,99.74829198130169,5
10,3000,0.0033333333333333335,6314,2202,29.732649203348636,5
50,3000,0.016666666666666666,11245,5621,75.25773195876289,5
100,3000,0.03333333333333333,11202,6961,93.36105150214593,5
200,3000,0.06666666666666667,22709,7286,97.71995708154506,5
300,3000,0.1,36633,7293,98.32816502629095,5
400,3000,0.13333333333333333,50239,7330,98.77375016844091,5
500,3000,0.16666666666666666,65350,7357,99.41891891891892,5
750,3000,0.25,100441,7392,99.58237909201132,5
10,400,0.025,1307,666,65.61576354679804,6
50,400,0.125,6248,938,98.52941176470588,6
100,400,0.25,13784,966,99.69040247678018,6
200,400,0.5,27989,1000,100.0,6
300,400,0.75,40736,1002,99.60238568588468,6
400,400,1.0,55892,1039,100.0,6
500,400,1.25,70721,996,100.0,6
750,400,1.875,105414,1035,100.0,6
10,500,0.02,1530,705,55.99682287529786,6
50,500,0.1,5670,1234,99.59644874899112,6
100,500,0.2,13229,1228,98.5553772070626,6
200,500,0.4,27852,1240,99.27942353883107,6
300,500,0.6,41589,1266,100.0,6
400,500,0.8,55584,1222,100.0,6
500,500,1.0,69295,1253,100.0,6
750,500,1.5,105294,1203,100.0,6
10,750,0.013333333333333334,2095,986,53.35497835497836,6
50,750,0.06666666666666667,5445,1780,94.832179009057,6
100,750,0.13333333333333333,12668,1786,96.74972914409534,6
200,750,0.26666666666666666,27244,1859,99.94623655913979,6
300,750,0.4,40129,1825,99.72677595628416,6
400,750,0.5333333333333333,54882,1898,99.52805453592029,6
500,750,0.6666666666666666,69511,1868,99.78632478632478,6
750,750,1.0,104724,1878,100.0,6
10,1500,0.006666666666666667,3840,1554,41.9773095623987,6
50,1500,0.03333333333333333,5341,3280,86.93347468857672,6
100,1500,0.06666666666666667,11532,3484,94.51980466630494,6
200,1500,0.13333333333333333,25592,3729,99.41348973607037,6
300,1500,0.2,40095,3643,99.18322896814593,6
400,1500,0.26666666666666666,53673,3660,99.40249864204237,6
500,1500,0.3333333333333333,67951,3714,99.33137202460551,6
750,1500,0.5,103360,3725,100.0,6
10,2250,0.0044444444444444444,4037,1505,26.798433048433047,6
50,2250,0.022222222222222223,7342,4430,79.30540637307556,6
100,2250,0.044444444444444446,10571,5317,95.0992666785906,6
200,2250,0.08888888888888889,24255,5506,98.63848083124329,6
300,2250,0.13333333333333333,38230,5541,99.51508620689656,6
400,2250,0.17777777777777778,52294,5542,99.0350250178699,6
500,2250,0.2222222222222222,66973,5540,99.46140035906643,6
750,2250,0.3333333333333333,101858,5606,99.91088932454107,6
10,3000,0.0033333333333333335,6280,2260,30.278670953912112,6
50,3000,0.016666666666666666,12855,5409,72.61377366089408,6
100,3000,0.03333333333333333,10895,6961,94.04215077006215,6
200,3000,0.06666666666666667,22675,7192,97.11045098568728,6
300,3000,0.1,37031,7353,99.28436402916554,6
400,3000,0.13333333333333333,50949,7259,98.30715059588299,6
500,3000,0.16666666666666666,65592,7346,98.98935453442932,6
750,3000,0.25,100421,7392,99.67637540453075,6
10,400,0.025,1283,566,55.435847208619,7
50,400,0.125,6319,968,97.97570850202429,7
100,400,0.25,13419,994,100.0,7
200,400,0.5,27804,993,98.02566633761106,7
300,400,0.75,42214,988,100.0,7
400,400,1.0,54827,987,100.0,7
500,400,1.25,69887,966,99.69040247678018,7
750,400,1.875,105437,997,100.0,7
10,500,0.02,1449,741,59.758064516129025,7
50,500,0.1,6362,1210,96.87750200160127,7
100,500,0.2,13237,1207,99.17830731306492,7
200,500,0.4,27134,1200,98.44134536505332,7
300,500,0.6,42466,1253,100.0,7
400,500,0.8,55584,1212,100.0,7
500,500,1.0,70493,1228,100.0,7
750,500,1.5,105342,1243,100.0,7
10,750,0.013333333333333334,1870,945,51.191765980498374,7
50,750,0.06666666666666667,5951,1790,96.5480043149946,7
100,750,0.13333333333333333,12658,1838,97.3001588141874,7
200,750,0.26666666666666666,27321,1865,99.30777422790203,7
300,750,0.4,41001,1862,99.94632313472893,7
400,750,0.5333333333333333,54648,1816,99.1807755324959,7
500,750,0.6666666666666666,69442,1793,99.50055493895672,7
750,750,1.0,104730,1867,100.0,7
10,1500,0.006666666666666667,4624,1540,41.15446285408873,7
50,1500,0.03333333333333333,6030,3370,90.61575692390427,7
100,1500,0.06666666666666667,11365,3552,95.81872133800917,7
200,1500,0.13333333333333333,25414,3650,99.10399131143089,7
300,1500,0.2,39396,3673,99.0828162934988,7
400,1500,0.26666666666666666,53249,3662,99.67338051170387,7
500,1500,0.3333333333333333,68217,3664,99.48411620961173,7
750,1500,0.5,103387,3738,100.0,7
10,2250,0.0044444444444444444,4356,1914,34.461649261793305,7
50,2250,0.022222222222222223,8822,4510,81.56990414179779,7
100,2250,0.044444444444444446,10505,5445,97.1627408993576,7
200,2250,0.08888888888888889,24309,5471,98.04659498207884,7
300,2250,0.13333333333333333,38187,5488,99.54652639216398,7
400,2250,0.17777777777777778,51791,5470,98.31056793673616,7
500,2250,0.2222222222222222,66987,5455,99.41680335338073,7
750,2250,0.3333333333333333,101890,5677,99.85927880386983,7
10,3000,0.0033333333333333335,5370,2168,29.230146959687204,7
50,3000,0.016666666666666666,10946,5246,70.42556047791649,7
100,3000,0.03333333333333333,11737,6710,90.17605160596695,7
200,3000,0.06666666666666667,23143,7334,97.94337606837607,7
300,3000,0.1,37296,7437,99.31891025641025,7
400,3000,0.13333333333333333,51064,7311,99.0382010295313,7
500,3000,0.16666666666666666,66053,7390,99.26124916051042,7
750,3000,0.25,100556,7455,99.62581852198316,7
10,400,0.025,1370,770,78.01418439716312,8
50,400,0.125,6351,938,94.46122860020141,8
100,400,0.25,13318,986,99.89868287740629,8
200,400,0.5,27546,1026,100.0,8
300,400,0.75,40783,1004,100.0,8
400,400,1.0,56499,1027,100.0,8
500,400,1.25,70694,1017,99.60822722820764,8
750,400,1.875,105494,965,100.0,8
10,500,0.02,1459,844,66.82501979414094,8
50,500,0.1,6284,1191,97.62295081967213,8
100,500,0.2,13578,1214,99.26410466067048,8
200,500,0.4,26879,1236,99.27710843373494,8
300,500,0.6,41500,1217,99.67239967239966,8
400,500,0.8,56190,1276,99.92169146436962,8
500,500,1.0,70076,1280,100.0,8
750,500,1.5,105323,1265,100.0,8
10,750,0.013333333333333334,1828,918,50.38419319429198,8
50,750,0.06666666666666667,5836,1818,98.75067897881587,8
100,750,0.13333333333333333,13043,1785,96.85295713510581,8
200,750,0.26666666666666666,27523,1855,99.25093632958801,8
300,750,0.4,40968,1898,99.63254593175853,8
400,750,0.5333333333333333,54551,1858,99.8387963460505,8
500,750,0.6666666666666666,69094,1881,99.3660855784469,8
750,750,1.0,104807,1817,99.83516483516483,8
10,1500,0.006666666666666667,4470,1490,40.37940379403794,8
50,1500,0.03333333333333333,5948,3377,89.4332627118644,8
100,1500,0.06666666666666667,11496,3606,96.10874200426439,8
200,1500,0.13333333333333333,25739,3654,98.89039242219215,8
300,1500,0.2,38904,3683,99.56745066234117,8
400,1500,0.26666666666666666,54435,3703,99.3293991416309,8
500,1500,0.3333333333333333,67339,3695,99.75701943844493,8
750,1500,0.5,103305,3736,99.89304812834224,8
10,2250,0.0044444444444444444,5957,2056,37.00503959683225,8
50,2250,0.022222222222222223,7455,4633,82.83568746647595,8
100,2250,0.044444444444444446,11471,5272,94.1933178488476,8
200,2250,0.08888888888888889,23708,5532,98.67998572957546,8
300,2250,0.13333333333333333,37789,5449,99.00072674418605,8
400,2250,0.17777777777777778,52486,5569,99.110161950525,8
500,2250,0.2222222222222222,66319,5583,99.60749330954505,8
750,2250,0.3333333333333333,101909,5548,99.67660797700323,8
10,3000,0.0033333333333333335,5405,2274,30.60565275908479,8
50,3000,0.016666666666666666,13817,5573,74.57513716044427,8
100,3000,0.03333333333333333,11228,7026,94.52441813534239,8
200,3000,0.06666666666666667,21865,7283,97.9951560818084,8
300,3000,0.1,36402,7379,99.23345884884345,8
400,3000,0.13333333333333333,51160,7371,99.2192758110109,8
500,3000,0.16666666666666666,64726,7417,99.31708623460096,8
750,3000,0.25,100334,7391,99.74358974358975,8
10,400,0.025,1227,505,50.34895314057827,9
50,400,0.125,6706,914,93.26530612244898,9
100,400,0.25,13145,968,99.69104016477857,9
200,400,0.5,28153,935,99.36238044633369,9
300,400,0.75,41585,971,100.0,9
400,400,1.0,56153,1014,100.0,9
500,400,1.25,69677,986,99.5959595959596,9
750,400,1.875,105560,953,100.0,9
10,500,0.02,1472,780,61.56274664561957,9
50,500,0.1,6070,1248,97.72905246671887,9
100,500,0.2,13095,1225,98.71071716357775,9
200,500,0.4,27901,1245,100.0,9
300,500,0.6,42133,1229,100.0,9
400,500,0.8,55913,1251,100.0,9
500,500,1.0,69354,1238,100.0,9
750,500,1.5,105304,1210,100.0,9
10,750,0.013333333333333334,1958,995,53.23702514713751,9
50,750,0.06666666666666667,5484,1779,97.10698689956332,9
100,750,0.13333333333333333,13011,1818,98.85807504078304,9
200,750,0.26666666666666666,27005,1877,99.68135953266065,9
300,750,0.4,41135,1900,100.0,9
400,750,0.5333333333333333,54847,1899,99.58049292081805,9
500,750,0.6666666666666666,69480,1819,100.0,9
750,750,1.0,104868,1893,100.0,9
10,1500,0.006666666666666667,2975,1512,40.471092077087796,9
50,1500,0.03333333333333333,5586,3373,90.40471723398554,9
100,1500,0.06666666666666667,11115,3638,97.82199515998924,9
200,1500,0.13333333333333333,25764,3642,97.66693483507642,9
300,1500,0.2,39631,3720,98.4126984126984,9
400,1500,0.26666666666666666,53852,3694,99.83783783783784,9
500,1500,0.3333333333333333,68169,3772,100.0,9
750,1500,0.5,103307,3750,99.89344698987746,9
10,2250,0.0044444444444444444,4839,1961,35.04915102770331,9
50,2250,0.022222222222222223,7679,4572,82.91621327529923,9
100,2250,0.044444444444444446,10988,5350,96.05026929982047,9
200,2250,0.08888888888888889,24033,5504,99.2248062015504,9
300,2250,0.13333333333333333,38006,5502,98.12734082397003,9
400,2250,0.17777777777777778,52750,5594,99.69702370343967,9
500,2250,0.2222222222222222,66944,5558,99.55221207236254,9
750,2250,0.3333333333333333,101942,5592,99.80367660182046,9
10,3000,0.0033333333333333335,4821,1752,23.53573347662547,9
50,3000,0.016666666666666666,11480,5566,74.46153846153845,9
100,3000,0.03333333333333333,11732,6831,91.97522552847718,9
200,3000,0.06666666666666667,21885,7356,98.36854774003744,9
300,3000,0.1,36748,7317,98.17523145042266,9
400,3000,0.13333333333333333,51755,7369,99.28590676367556,9
500,3000,0.16666666666666666,64835,7390,99.19463087248323,9
750,3000,0.25,100332,7421,99.66424926134837,9
