num_dashers,num_tasks,ratio_dashers_tasks,num_events,total_reward,pct_total_possible_reward, iter
10,400,0.025,1413,688,70.41965199590582,0
50,400,0.125,6318,953,93.7992125984252,0
100,400,0.25,13160,1001,100.0,0
200,400,0.5,27303,966,99.48506694129763,0
300,400,0.75,42170,983,99.09274193548387,0
400,400,1.0,56827,994,100.0,0
500,400,1.25,69120,983,100.0,0
750,400,1.875,106228,999,100.0,0
10,500,0.02,1374,696,56.58536585365853,0
50,500,0.1,6220,1232,98.32402234636871,0
100,500,0.2,13326,1263,100.0,0
200,500,0.4,28086,1249,99.76038338658148,0
300,500,0.6,41214,1269,99.68578161822467,0
400,500,0.8,56131,1215,99.67186218211648,0
500,500,1.0,70809,1247,100.0,0
750,500,1.5,106011,1273,100.0,0
10,750,0.013333333333333334,1967,1099,58.02534318901795,0
50,750,0.06666666666666667,5460,1835,98.5499462943072,0
100,750,0.13333333333333333,13004,1809,98.69067103109657,0
200,750,0.26666666666666666,27711,1882,99.57671957671957,0
300,750,0.4,41334,1859,100.0,0
400,750,0.5333333333333333,56151,1886,100.0,0
500,750,0.6666666666666666,69509,1843,99.83748645720478,0
750,750,1.0,105564,1851,99.78436657681941,0
10,1500,0.006666666666666667,3446,1341,35.494970884065644,0
50,1500,0.03333333333333333,5393,3413,91.23229083132853,0
100,1500,0.06666666666666667,12055,3616,96.89174705251877,0
200,1500,0.13333333333333333,25901,3758,99.39169531869877,0
300,1500,0.2,39698,3628,99.23413566739606,0
400,1500,0.26666666666666666,54235,3674,99.56639566395664,0
500,1500,0.3333333333333333,68123,3717,99.59807073954984,0
750,1500,0.5,104034,3751,99.78717744080873,0
10,2250,0.0044444444444444444,4718,1572,28.101537361458707,0
50,2250,0.022222222222222223,8967,4624,82.16062544420754,0
100,2250,0.044444444444444446,10661,5465,97.41532976827094,0
200,2250,0.08888888888888889,24035,5501,98.584229390681,0
300,2250,0.13333333333333333,38704,5582,99.60742326909352,0
400,2250,0.17777777777777778,52466,5607,99.80420078319688,0
500,2250,0.2222222222222222,67502,5566,99.60629921259843,0
750,2250,0.3333333333333333,102502,5561,99.82049901274456,0
10,3000,0.0033333333333333335,5493,2178,29.00133155792277,0
50,3000,0.016666666666666666,12824,5572,74.39252336448598,0
100,3000,0.03333333333333333,11088,6995,93.20453031312458,0
200,3000,0.06666666666666667,23225,7347,98.81640887693342,0
300,3000,0.1,36984,7404,99.18285331547222,0
400,3000,0.13333333333333333,50983,7436,99.41176470588235,0
500,3000,0.16666666666666666,65258,7422,99.34413063846874,0
750,3000,0.25,101284,7438,99.65166130760986,0
10,400,0.025,1450,651,65.89068825910931,1
50,400,0.125,6506,997,98.90873015873017,1
100,400,0.25,13381,1002,99.90029910269193,1
200,400,0.5,27581,986,99.79757085020243,1
300,400,0.75,42555,1033,100.0,1
400,400,1.0,55740,983,100.0,1
500,400,1.25,71031,954,100.0,1
750,400,1.875,106215,952,100.0,1
10,500,0.02,1565,877,70.66881547139404,1
50,500,0.1,6288,1235,97.39747634069401,1
100,500,0.2,13568,1237,99.03923138510808,1
200,500,0.4,27866,1238,99.91928974979822,1
300,500,0.6,42714,1218,100.0,1
400,500,0.8,55810,1248,100.0,1
500,500,1.0,70496,1261,99.60505529225908,1
750,500,1.5,105966,1214,100.0,1
10,750,0.013333333333333334,1828,869,46.89692390717755,1
50,750,0.06666666666666667,5734,1745,94.83695652173914,1
100,750,0.13333333333333333,13373,1786,95.0,1
200,750,0.26666666666666666,27191,1881,100.0,1
300,750,0.4,41258,1885,99.52481520591341,1
400,750,0.5333333333333333,55693,1889,100.0,1
500,750,0.6666666666666666,69866,1840,100.0,1
750,750,1.0,105455,1845,99.94582881906825,1
10,1500,0.006666666666666667,3689,1403,37.23460721868365,1
50,1500,0.03333333333333333,5756,3471,92.24023385596598,1
100,1500,0.06666666666666667,11557,3634,96.59755449229134,1
200,1500,0.13333333333333333,25167,3629,98.4536082474227,1
300,1500,0.2,38963,3710,99.43714821763602,1
400,1500,0.26666666666666666,53781,3748,99.81358189081226,1
500,1500,0.3333333333333333,67987,3710,99.78483055406132,1
750,1500,0.5,104176,3763,100.0,1
10,2250,0.0044444444444444444,5818,1870,33.34522111269615,1
50,2250,0.022222222222222223,8405,4416,79.23918894670734,1
100,2250,0.044444444444444446,11125,5412,96.3846838824577,1
200,2250,0.08888888888888889,24432,5583,99.14757591901972,1
300,2250,0.13333333333333333,39032,5559,99.14392723381488,1
400,2250,0.17777777777777778,52109,5580,99.41207910208445,1
500,2250,0.2222222222222222,67243,5574,99.67811158798283,1
750,2250,0.3333333333333333,102622,5596,99.92857142857143,1
10,3000,0.0033333333333333335,6725,2073,27.788203753351205,1
50,3000,0.016666666666666666,11787,5376,71.52740819584885,1
100,3000,0.03333333333333333,11086,7125,95.26674689129563,1
200,3000,0.06666666666666667,23628,7364,98.35715239748897,1
300,3000,0.1,37045,7336,98.21930646672915,1
400,3000,0.13333333333333333,51013,7468,99.36136242682278,1
500,3000,0.16666666666666666,66102,7439,99.54502877023953,1
750,3000,0.25,101191,7420,99.79825151311366,1
10,400,0.025,1373,672,66.40316205533597,2
50,400,0.125,6971,922,93.6040609137056,2
