num_dashers,num_tasks,ratio_dashers_tasks,num_events,total_reward,pct_total_possible_reward
10,750,0.013333333333333334,1617,881,47.21329046087889
50,750,0.06666666666666667,5689,1814,93.84376616658045
100,750,0.13333333333333333,13016,1784,97.59299781181619
200,750,0.26666666666666666,27281,1896,98.85297184567257
300,750,0.4,42085,1828,100.0
400,750,0.5333333333333333,55531,1902,99.84251968503936
500,750,0.6666666666666666,69558,1853,100.0
750,750,1.0,105504,1874,100.0
10,1500,0.006666666666666667,4043,1700,45.18872939925572
50,1500,0.03333333333333333,5511,3307,88.0223582645728
100,1500,0.06666666666666667,11534,3680,96.94415173867229
200,1500,0.13333333333333333,25926,3724,99.4392523364486
300,1500,0.2,40012,3770,99.78824775013234
400,1500,0.26666666666666666,54489,3727,99.86602357984995
500,1500,0.3333333333333333,68305,3731,99.812734082397
750,1500,0.5,104045,3805,99.94746519569215
10,2250,0.0044444444444444444,4374,2033,35.672925074574486
50,2250,0.022222222222222223,8726,4592,81.10208406923348
100,2250,0.044444444444444446,10341,5471,97.69642857142857
200,2250,0.08888888888888889,24859,5570,97.99437016185784
300,2250,0.13333333333333333,38006,5630,99.17209793905232
400,2250,0.17777777777777778,53005,5636,99.50564971751412
500,2250,0.2222222222222222,66678,5655,99.73544973544973
750,2250,0.3333333333333333,102614,5607,99.76868327402136
10,3000,0.0033333333333333335,5143,2142,28.5790527018012
50,3000,0.016666666666666666,14327,5485,72.78397027600849
100,3000,0.03333333333333333,10607,7077,94.19672567549581
200,3000,0.06666666666666667,23100,7411,98.66861935827454
300,3000,0.1,36680,7321,97.65239429104975
400,3000,0.13333333333333333,51154,7415,98.76132125732552
500,3000,0.16666666666666666,65127,7505,99.53580901856765
750,3000,0.25,101073,7506,99.82710466817396
10,3750,0.0026666666666666666,5937,2501,26.59223817118554
50,3750,0.013333333333333334,17268,6189,65.8054226475279
100,3750,0.02666666666666667,16401,8319,88.45295055821371
200,3750,0.05333333333333334,22387,9179,97.59702286018076
300,3750,0.08,35819,9239,98.23498139287614
400,3750,0.10666666666666667,49275,9299,98.8729399255715
500,3750,0.13333333333333333,64122,9313,99.02179691653376
750,3750,0.2,99621,9366,99.58532695374801
