num_dashers,num_tasks,ratio_dashers_tasks,num_events,total_reward,pct_total_possible_reward, iter
200,2250,0.08888888888888889,88931,5691,100.0,4
300,2250,0.13333333333333333,128634,5691,100.0,4
400,2250,0.17777777777777778,169194,5634,100.0,4
500,2250,0.2222222222222222,219927,5704,100.0,4
750,2250,0.3333333333333333,322174,5660,100.0,4
10,3000,0.0033333333333333335,8261,7527,100.0,4
50,3000,0.016666666666666666,28851,7567,100.0,4
100,3000,0.03333333333333333,43323,7552,100.0,4
200,3000,0.06666666666666667,85920,7504,100.0,4
300,3000,0.1,134154,7596,100.0,4
400,3000,0.13333333333333333,173670,7552,100.0,4
500,3000,0.16666666666666666,219840,7519,100.0,4
750,3000,0.25,322924,7559,100.0,4
10,400,0.025,4714,1001,100.0,5
50,400,0.125,23048,1010,100.0,5
100,400,0.25,44673,993,100.0,5
200,400,0.5,86621,997,100.0,5
300,400,0.75,126447,1022,100.0,5
400,400,1.0,167022,979,100.0,5
500,400,1.25,212998,1021,100.0,5
750,400,1.875,320324,997,100.0,5
10,500,0.02,5594,1253,99.52343129467832,5
50,500,0.1,22909,1288,100.0,5
100,500,0.2,43428,1255,100.0,5
200,500,0.4,89329,1269,100.0,5
300,500,0.6,127588,1280,100.0,5
400,500,0.8,169159,1272,100.0,5
500,500,1.0,215001,1298,100.0,5
750,500,1.5,320424,1295,100.0,5
10,750,0.013333333333333334,6830,1929,100.0,5
50,750,0.06666666666666667,23194,1860,100.0,5
100,750,0.13333333333333333,41604,1911,100.0,5
200,750,0.26666666666666666,88432,1867,100.0,5
300,750,0.4,126985,1891,100.0,5
400,750,0.5333333333333333,178050,1898,100.0,5
500,750,0.6666666666666666,215364,1851,100.0,5
750,750,1.0,320674,1922,100.0,5
10,1500,0.006666666666666667,6177,3745,100.0,5
50,1500,0.03333333333333333,25160,3789,100.0,5
100,1500,0.06666666666666667,46303,3754,100.0,5
200,1500,0.13333333333333333,87180,3800,100.0,5
300,1500,0.2,131741,3789,100.0,5
400,1500,0.26666666666666666,171936,3772,100.0,5
500,1500,0.3333333333333333,214393,3770,100.0,5
750,1500,0.5,321424,3802,100.0,5
10,2250,0.0044444444444444444,6572,5675,99.98238195912614,5
50,2250,0.022222222222222223,26462,5690,100.0,5
100,2250,0.044444444444444446,47546,5744,100.0,5
200,2250,0.08888888888888889,87928,5649,100.0,5
300,2250,0.13333333333333333,132333,5631,100.0,5
400,2250,0.17777777777777778,170370,5619,100.0,5
500,2250,0.2222222222222222,215008,5616,100.0,5
750,2250,0.3333333333333333,322174,5697,100.0,5
10,3000,0.0033333333333333335,8733,7603,100.0,5
50,3000,0.016666666666666666,26677,7590,100.0,5
100,3000,0.03333333333333333,44230,7490,100.0,5
200,3000,0.06666666666666667,90786,7541,100.0,5
300,3000,0.1,128188,7530,100.0,5
400,3000,0.13333333333333333,178153,7586,100.0,5
500,3000,0.16666666666666666,222043,7576,100.0,5
750,3000,0.25,322924,7572,100.0,5
10,400,0.025,4361,1013,100.0,6
50,400,0.125,21497,1002,100.0,6
100,400,0.25,44899,1029,100.0,6
200,400,0.5,87570,1026,100.0,6
300,400,0.75,128629,981,100.0,6
400,400,1.0,176641,971,100.0,6
500,400,1.25,211618,1008,100.0,6
750,400,1.875,320324,973,100.0,6
10,500,0.02,5942,1200,100.0,6
50,500,0.1,25323,1262,100.0,6
100,500,0.2,43900,1289,100.0,6
200,500,0.4,88842,1243,100.0,6
300,500,0.6,127062,1243,100.0,6
400,500,0.8,172987,1257,100.0,6
500,500,1.0,209263,1254,100.0,6
750,500,1.5,320424,1264,100.0,6
10,750,0.013333333333333334,6356,1809,99.94475138121547,6
50,750,0.06666666666666667,21739,1850,100.0,6
100,750,0.13333333333333333,43846,1889,100.0,6
200,750,0.26666666666666666,84668,1875,100.0,6
300,750,0.4,126701,1860,100.0,6
400,750,0.5333333333333333,167340,1893,100.0,6
500,750,0.6666666666666666,216030,1894,100.0,6
750,750,1.0,320674,1937,100.0,6
10,1500,0.006666666666666667,6946,3781,100.0,6
50,1500,0.03333333333333333,23209,3737,100.0,6
100,1500,0.06666666666666667,42055,3750,100.0,6
200,1500,0.13333333333333333,88273,3752,100.0,6
300,1500,0.2,131570,3793,100.0,6
400,1500,0.26666666666666666,169086,3753,100.0,6
500,1500,0.3333333333333333,215856,3839,100.0,6
750,1500,0.5,321424,3801,100.0,6
10,2250,0.0044444444444444444,7231,5619,100.0,6
50,2250,0.022222222222222223,23452,5667,100.0,6
100,2250,0.044444444444444446,47253,5659,100.0,6
200,2250,0.08888888888888889,89860,5703,100.0,6
300,2250,0.13333333333333333,128643,5682,100.0,6
400,2250,0.17777777777777778,175124,5670,100.0,6
500,2250,0.2222222222222222,218057,5651,100.0,6
750,2250,0.3333333333333333,322174,5708,100.0,6
10,3000,0.0033333333333333335,7216,7517,99.23432343234323,6
50,3000,0.016666666666666666,23201,7606,100.0,6
100,3000,0.03333333333333333,46188,7533,100.0,6
200,3000,0.06666666666666667,89794,7553,100.0,6
300,3000,0.1,127384,7527,100.0,6
400,3000,0.13333333333333333,170945,7577,100.0,6
500,3000,0.16666666666666666,215561,7549,100.0,6
750,3000,0.25,322924,7572,100.0,6
10,400,0.025,5183,997,100.0,7
50,400,0.125,20895,1013,100.0,7
100,400,0.25,43435,1027,100.0,7
200,400,0.5,85584,1027,100.0,7
300,400,0.75,131422,982,100.0,7
400,400,1.0,172305,1016,100.0,7
500,400,1.25,212808,1046,100.0,7
750,400,1.875,320324,1006,100.0,7
10,500,0.02,5712,1269,100.0,7
50,500,0.1,22524,1248,100.0,7
100,500,0.2,44695,1245,100.0,7
200,500,0.4,86405,1267,100.0,7
300,500,0.6,127873,1252,100.0,7
400,500,0.8,171897,1255,100.0,7
500,500,1.0,214866,1296,100.0,7
750,500,1.5,320424,1253,100.0,7
10,750,0.013333333333333334,4872,1910,100.0,7
50,750,0.06666666666666667,22087,1929,100.0,7
100,750,0.13333333333333333,44960,1914,100.0,7
200,750,0.26666666666666666,87733,1918,100.0,7
300,750,0.4,131169,1894,100.0,7
400,750,0.5333333333333333,176827,1899,100.0,7
500,750,0.6666666666666666,216198,1873,100.0,7
750,750,1.0,320674,1942,100.0,7
10,1500,0.006666666666666667,5074,3754,100.0,7
50,1500,0.03333333333333333,22203,3801,100.0,7
100,1500,0.06666666666666667,43272,3735,100.0,7
200,1500,0.13333333333333333,90298,3764,100.0,7
300,1500,0.2,130012,3828,100.0,7
400,1500,0.26666666666666666,171447,3773,100.0,7
500,1500,0.3333333333333333,215261,3788,100.0,7
750,1500,0.5,321424,3751,100.0,7
10,2250,0.0044444444444444444,7516,5672,99.9823726423409,7
50,2250,0.022222222222222223,24284,5656,100.0,7
100,2250,0.044444444444444446,45814,5673,100.0,7
200,2250,0.08888888888888889,87322,5688,100.0,7
300,2250,0.13333333333333333,129906,5647,100.0,7
400,2250,0.17777777777777778,170896,5628,100.0,7
500,2250,0.2222222222222222,217138,5636,100.0,7
750,2250,0.3333333333333333,322174,5615,100.0,7
10,3000,0.0033333333333333335,9505,7550,100.0,7
50,3000,0.016666666666666666,25836,7590,100.0,7
100,3000,0.03333333333333333,47545,7575,100.0,7
200,3000,0.06666666666666667,89345,7551,100.0,7
300,3000,0.1,134798,7526,100.0,7
400,3000,0.13333333333333333,175108,7542,100.0,7
500,3000,0.16666666666666666,216278,7569,100.0,7
750,3000,0.25,322924,7519,100.0,7
10,400,0.025,5458,988,100.0,8
50,400,0.125,21216,1046,100.0,8
100,400,0.25,43399,1018,100.0,8
200,400,0.5,85807,1064,100.0,8
300,400,0.75,128648,988,100.0,8
400,400,1.0,176466,1010,100.0,8
500,400,1.25,217259,978,100.0,8
750,400,1.875,320324,984,100.0,8
10,500,0.02,4513,1306,100.0,8
50,500,0.1,21038,1267,100.0,8
100,500,0.2,46142,1264,100.0,8
200,500,0.4,84870,1222,100.0,8
300,500,0.6,133033,1242,100.0,8
400,500,0.8,170527,1287,100.0,8
500,500,1.0,216506,1267,100.0,8
750,500,1.5,320424,1239,100.0,8
10,750,0.013333333333333334,6504,1901,99.84243697478992,8
50,750,0.06666666666666667,25696,1913,100.0,8
100,750,0.13333333333333333,42037,1876,100.0,8
200,750,0.26666666666666666,86716,1919,100.0,8
300,750,0.4,133224,1876,100.0,8
400,750,0.5333333333333333,167719,1892,100.0,8
500,750,0.6666666666666666,216648,1913,100.0,8
750,750,1.0,320674,1879,100.0,8
10,1500,0.006666666666666667,6458,3767,99.89392734022806,8
50,1500,0.03333333333333333,25950,3750,100.0,8
100,1500,0.06666666666666667,45266,3740,100.0,8
200,1500,0.13333333333333333,92421,3762,100.0,8
300,1500,0.2,124889,3805,100.0,8
400,1500,0.26666666666666666,169327,3786,100.0,8
500,1500,0.3333333333333333,215155,3794,100.0,8
750,1500,0.5,321424,3793,100.0,8
10,2250,0.0044444444444444444,7733,5697,99.98244998244998,8
50,2250,0.022222222222222223,23222,5705,100.0,8
100,2250,0.044444444444444446,47580,5655,100.0,8
200,2250,0.08888888888888889,85458,5689,100.0,8
300,2250,0.13333333333333333,127840,5652,100.0,8
400,2250,0.17777777777777778,172554,5726,100.0,8
500,2250,0.2222222222222222,213453,5740,100.0,8
750,2250,0.3333333333333333,322174,5641,100.0,8
10,3000,0.0033333333333333335,7636,7560,100.0,8
50,3000,0.016666666666666666,26390,7576,100.0,8
100,3000,0.03333333333333333,46057,7529,100.0,8
200,3000,0.06666666666666667,91153,7565,100.0,8
300,3000,0.1,130949,7564,100.0,8
400,3000,0.13333333333333333,177452,7564,100.0,8
500,3000,0.16666666666666666,216271,7476,100.0,8
750,3000,0.25,322924,7562,100.0,8
10,400,0.025,5312,1023,99.8048780487805,9
50,400,0.125,23280,997,100.0,9
100,400,0.25,42997,1008,100.0,9
200,400,0.5,84001,998,100.0,9
300,400,0.75,131374,1012,100.0,9
400,400,1.0,164435,1006,100.0,9
500,400,1.25,214955,993,100.0,9
750,400,1.875,320324,987,100.0,9
10,500,0.02,4475,1262,99.84177215189874,9
50,500,0.1,25505,1274,100.0,9
100,500,0.2,46874,1306,100.0,9
200,500,0.4,84542,1271,100.0,9
300,500,0.6,129460,1243,100.0,9
400,500,0.8,168021,1254,100.0,9
500,500,1.0,213728,1261,100.0,9
750,500,1.5,320424,1281,100.0,9
10,750,0.013333333333333334,5452,1894,100.0,9
50,750,0.06666666666666667,23929,1861,100.0,9
100,750,0.13333333333333333,44877,1921,100.0,9
200,750,0.26666666666666666,87467,1890,100.0,9
300,750,0.4,131974,1971,100.0,9
400,750,0.5333333333333333,170388,1867,100.0,9
500,750,0.6666666666666666,213268,1943,100.0,9
750,750,1.0,320674,1848,100.0,9
10,1500,0.006666666666666667,6517,3755,99.76089266737513,9
50,1500,0.03333333333333333,23173,3837,100.0,9
100,1500,0.06666666666666667,46969,3862,100.0,9
200,1500,0.13333333333333333,91501,3738,100.0,9
300,1500,0.2,127923,3778,100.0,9
400,1500,0.26666666666666666,176086,3758,100.0,9
500,1500,0.3333333333333333,215105,3856,100.0,9
750,1500,0.5,321424,3777,100.0,9
10,2250,0.0044444444444444444,7628,5580,100.0,9
50,2250,0.022222222222222223,24435,5707,100.0,9
100,2250,0.044444444444444446,45061,5676,100.0,9
200,2250,0.08888888888888889,84500,5657,100.0,9
300,2250,0.13333333333333333,130945,5646,100.0,9
400,2250,0.17777777777777778,173134,5707,100.0,9
500,2250,0.2222222222222222,211987,5692,100.0,9
750,2250,0.3333333333333333,322174,5638,100.0,9
10,3000,0.0033333333333333335,7996,7519,100.0,9
50,3000,0.016666666666666666,25471,7556,100.0,9
100,3000,0.03333333333333333,39932,7554,100.0,9
200,3000,0.06666666666666667,89403,7565,100.0,9
300,3000,0.1,130443,7484,100.0,9
400,3000,0.13333333333333333,170513,7554,100.0,9
500,3000,0.16666666666666666,212783,7534,100.0,9
750,3000,0.25,322924,7602,100.0,9
